9060	1	6612
8953	0	0
9061	1	6623
9062	0	0
9063	1	6661
9064	0	0
9065	0	0
9066	0	0
9067	0	0
9068	1	6620
9069	0	0
9070	0	0
9071	0	0
9072	1	6565
9073	0	0
9074	0	0
9075	1	6537
9076	0	0
9077	1	6540
9078	0	0
9079	1	6467
9080	0	0
9081	0	0
9082	1	6476
9083	0	0
9084	0	0
9085	0	0
9086	1	6398
9087	0	0
9088	1	6187
8532	0	0
9089	0	0
9090	1	6122
9091	0	0
9092	0	0
9093	1	6082
9094	0	0
9095	0	0
9096	0	0
9097	1	6073
9098	0	0
9099	0	0
9100	1	6060
9101	0	0
9102	0	0
9103	0	0
8144	0	0
9104	0	0
9105	0	0
9106	1	6067
9107	0	0
9108	0	0
9109	1	6130
9110	0	0
9111	0	0
9112	0	0
9113	1	6125
9114	0	0
9115	0	0
9116	1	6208
8503	0	0
9117	1	6253
9118	0	0
9119	0	0
9120	0	0
9121	0	0
9122	1	6366
8735	0	0
9123	1	6396
9124	0	0
9125	0	0
9126	1	6372
9127	0	0
9128	0	0
9129	0	0
9130	1	6374
9131	0	0
9132	0	0
9133	1	6361
9134	0	0
9135	0	0
9136	1	6239
8543	0	0
9137	0	0
9138	1	6240
9139	0	0
9140	0	0
9141	1	6247
9142	0	0
9143	0	0
9144	1	6229
8618	0	0
9145	0	0
9146	1	6320
9147	0	0
9148	0	0
9149	0	0
9150	1	6446
9151	0	0
9152	0	0
9153	1	6447
9154	0	0
9155	0	0
9156	0	0
9157	1	6528
9158	1	6567
8938	0	0
9159	1	6561
9160	0	0
9161	1	6609
9162	0	0
9163	1	6520
9164	0	0
9165	1	6597
9166	0	0
9167	0	0
9168	0	0
9169	0	0
9170	1	6629
9171	0	0
9016	0	0
9172	0	0
9173	1	6668
9174	0	0
9175	0	0
9176	1	6651
9026	0	0
9177	1	6658
9178	0	0
9179	0	0
9180	1	6636
9181	0	0
9182	0	0
9183	0	0
9184	0	0
